order_key,order_id,customer_id,order_timestamp,order_status,order_channel,store_id,subtotal,discount_amount,shipping_cost,tax_amount,total_amount,payment_method,shipping_method,shipping_address_line1,shipping_address_line2,shipping_city,shipping_postal_code,shipping_country,promo_code,discount_percent,first_purchase_flag,gift_order_flag
17,ORD00000017,CUST00036334,2021-11-09 15:04:37,COMPLETED,Online,,37.75,5.66,0.22,2.57,34.88,Credit Card,Express,,,,,,BOOKFLUENCER15,15,0,0
18,ORD00000018,CUST00024490,2024-04-07 21:48:16,Completed,Online,,119.37,0.0,13.4,9.55,142.32000000000002,Credit Card,Express,,,,,,,0,0,0
19,ORD00000019,CUST00037760,2024-06-25 10:33:01,Completed,Online,,117.19,0.0,8.79,9.38,135.35999999999999,Credit Card,Express,,,,,,,0,0,0
20,ORD00000020,CUST00039393,2023-03-14 14:18:47,Completed,ONLINE,,158.87,0.0,1.98,12.71,173.56,Debit Card,Express,,,,,,,0,0,1
21,ORD00000021,CUST00000015,2024-09-03 09:23:49,Completed,Online,,32.9,0.0,6.67,2.63,42.2,  PayPal,Express,,,,,,,0,0,0
22,ORD00000022,CUST00048270,2022-07-16 03:35:50,Completed,online,,163.46,0.0,13.28,13.08,189.82000000000002,Debit Card,  Standard,,,,,,,0,0,0
23,ORD00000023,CUST00012740,2024-04-09 16:55:01,COMPLETED,Online  ,,88.76,0.0,11.47,7.1,107.33,credit card,Express,,,,,,,0,0,0
24,ORD00000024,CUST00047457,2024-04-13 03:47:05,  Completed,Online,,113.23,0.0,12.23,9.06,134.52,PayPal,Express,,,,,,,0,0,0
25,ORD00000025,CUST00047072,2023-07-27 13:58:12,Completed,Online,,42.31,0.0,4.29,3.38,49.980000000000004,DEBIT CARD,Standard,,,,,,,0,0,1
26,ORD00000026,CUST00020536,2023-07-05 02:40:48,Completed,Online,,33.3,0.0,4.94,2.66,40.89999999999999,PayPal,Express,,,,,,,0,0,0
27,ORD00000027,CUST00015497,2024-11-02 01:20:43,Completed,Online,,137.91,0.0,6.14,11.03,155.07999999999998,PayPal,Standard,,,,,,,0,0,0
28,ORD00000028,CUST00015522,2024-06-20 23:47:06,Completed,ONLINE,,37.74,0.0,13.68,3.02,54.440000000000005,Debit Card,Standard,,,,,,,0,0,0
29,ORD00000029,CUST00022098,2024-09-08 09:04:38,Completed,Online,,94.76,0.0,10.62,7.58,112.96000000000001,Credit Card,standard,,,,,,,0,0,0
30,ORD00000030,CUST00009667,2024-01-23 17:36:47,Completed,Online,,46.82,0.0,6.56,3.75,57.13,Debit Card,Standard,,,,,,,0,0,0
31,ORD00000031,CUST00002441,2022-02-28 13:41:41,Completed,Online,,193.68,0.0,9.87,15.49,219.04000000000002,PayPal,Standard,,,,,,,0,0,0
32,ORD00000032,CUST00036078,2024-07-21 17:48:33,Completed,Online,,61.24,0.0,9.06,4.9,75.2,Debit Card,Standard,,,,,,,0,0,0
33,ORD00000033,CUST00031447,2023-06-15 04:09:39,Completed,Online,,79.41,0.0,2.08,6.35,87.83999999999999,Debit Card,Express,,,,,,,0,0,0
34,ORD00000034,CUST00043791,2023-03-30 05:27:46,Completed,Online,,76.21,0.0,0.96,6.1,83.26999999999998,  PayPal,Express,,,,,,,0,0,0
35,ORD00000035,CUST00026254,2024-05-27 11:15:53,Completed,Online,,20.33,0.0,11.7,1.63,33.660000000000004,PayPal,Standard,,,,,,,0,0,1
36,ORD00000036,CUST00000496,2024-03-16 06:07:57,  Completed,Online  ,,159.87,0.0,8.41,12.79,181.07,Credit Card,Express,,,,,,,0,0,0
37,ORD00000037,CUST00039196,2024-09-28 20:44:18,Completed,Online,,107.5,0.0,14.39,8.6,130.49,Debit Card  ,Express,,,,,,,0,0,0
38,ORD00000038,CUST00041899,2023-09-05 22:16:02,Completed,Online,,124.67,0.0,14.47,9.97,149.11,PayPal,Standard,,,,,,,0,0,0
39,ORD00000039,CUST00030932,2023-03-23 14:09:58,Completed,Online,,43.36,0.0,9.44,3.47,56.269999999999996,Credit Card,Express,,,,,,,0,0,0
40,ORD00000040,CUST00020813,2024-12-20 10:14:16,COMPLETED,online,,129.69,0.0,14.33,10.38,154.4,Credit Card,Express,,,,,,,0,0,0
41,ORD00000041,CUST00021633,2024-04-06 14:16:02,Completed,Online,,115.27,0.0,6.89,9.22,131.38,Debit Card,Standard,,,,,,,0,0,0
42,ORD00000042,CUST00027884,2024-08-10 21:59:01,Completed  ,Online,,145.69,0.0,1.5,11.66,158.85,PayPal,Express,,,,,,,0,0,0
43,ORD00000043,CUST00026738,2021-07-03 20:21:21,completed,Online,,146.47,0.0,13.19,11.72,171.38,PayPal,Standard,,,,,,,0,0,0
44,ORD00000044,CUST00033806,2024-07-31 14:36:46,Completed,Online,,72.87,0.0,3.9,5.83,82.60000000000001,credit card,  Express,,,,,,,0,0,0
45,ORD00000045,CUST00034171,2023-11-11 22:12:09,Completed,Online,,90.74,0.0,10.76,7.26,108.76,CREDIT CARD,Express,,,,,,,0,0,0
46,ORD00000046,CUST00022812,2024-06-19 13:12:19,Completed,Online,,155.92,0.0,11.68,12.47,180.07,Credit Card,Standard,,,,,,,0,0,0
47,ORD00000047,CUST00047065,2024-12-04 09:59:53,Completed,Online,,85.62,0.0,6.8,6.85,99.27,Credit Card,Express,,,,,,,0,0,0
48,ORD00000048,CUST00019367,2024-04-06 17:03:39,Completed,Online,,133.34,0.0,10.69,10.67,154.7,Credit Card,Express,,,,,,,0,0,0
49,ORD00000049,CUST00025545,2024-09-20 17:27:50,Completed,online,,173.1,0.0,9.93,13.85,196.88,Debit Card,EXPRESS,,,,,,,0,0,0
50,ORD00000050,CUST00001302,2024-03-25 20:47:40,Completed,Online,,113.78,0.0,3.07,9.1,125.94999999999999,Credit Card,Standard,,,,,,,0,0,0
51,ORD00000051,CUST00011848,2024-02-11 07:25:04,Completed,Online,,139.94,0.0,9.97,11.2,161.10999999999999,Credit Card,Standard,,,,,,,0,0,0
52,ORD00000052,CUST00042219,2024-05-20 11:27:28,Completed,Online,,43.16,0.0,5.92,3.45,52.53,Debit Card,Express,,,,,,,0,0,0
53,ORD00000053,CUST00043261,2023-07-29 03:51:32,Completed,Online,,158.42,15.84,10.06,11.41,164.04999999999998,Debit Card,express,,,,,,SAVE10,10,0,0
54,ORD00000054,CUST00049865,2024-12-12 09:28:39,Completed,Online,,160.72,0.0,1.49,12.86,175.07,PayPal,Standard,,,,,,,0,0,0
55,ORD00000055,CUST00027754,2023-01-03 00:24:59,Completed,Online,,87.16,0.0,7.15,6.97,101.28,Debit Card,Express,,,,,,,0,0,0
56,ORD00000056,CUST00038559,2024-06-25 11:12:23,Completed  ,Online,,191.52,0.0,10.22,15.32,217.06,PayPal,Express,,,,,,,0,0,0
57,ORD00000057,CUST00020519,2024-09-30 05:08:06,completed,Online,,82.69,0.0,13.68,6.62,102.99000000000001,Debit Card,Express,,,,,,,0,0,0
58,ORD00000058,CUST00014618,2024-12-26 03:12:59,Completed,Online,,49.04,0.0,7.18,3.92,60.14,Debit Card  ,Express,,,,,,,0,0,0
59,ORD00000059,CUST00033793,2023-12-06 16:11:58,Completed,Online,,151.65,0.0,6.0,12.13,169.78,Credit Card,Express,,,,,,,0,0,0
60,ORD00000060,CUST00029483,2022-11-18 19:39:46,Completed,Online,,152.33,0.0,3.28,12.19,167.8,Credit Card,Standard,,,,,,,0,0,0
61,ORD00000061,CUST00031470,2024-08-07 01:16:42,Completed,Online,,53.46,0.0,2.17,4.28,59.910000000000004,  Credit Card,Standard,,,,,,,0,0,1
62,ORD00000062,CUST00039809,2023-11-28 10:17:46,Completed,Online,,94.14,0.0,13.88,7.53,115.55,PayPal  ,Express,,,,,,,0,0,0
63,ORD00000063,CUST00034835,2024-04-19 15:01:19,Completed,Online,,184.14,0.0,12.27,14.73,211.14,PayPal,Express,,,,,,,0,0,0
64,ORD00000064,CUST00019370,2023-07-25 03:23:57,Completed,Online,,66.44,0.0,8.22,5.32,79.97999999999999,PayPal,Standard,,,,,,,0,0,0
65,ORD00000065,CUST00046087,2024-11-18 07:26:23,Completed,  Online,,78.91,0.0,5.56,6.31,90.78,Credit Card,Standard,,,,,,,0,0,1
66,ORD00000066,CUST00014524,2022-03-08 15:17:59,Completed,Online,,165.55,0.0,0.0,13.24,178.79000000000002,Credit Card,Standard,,,,,,BOOKFLUENCERSHIP  ,0,0,0
67,ORD00000067,CUST00013588,2023-03-23 06:27:35,Completed,Online,,132.17,0.0,0.26,10.57,142.99999999999997,PAYPAL,  EXPRESS,,,,,,,0,0,0
68,ORD00000068,CUST00045697,2023-04-30 10:49:56,Completed,Online,,106.07,0.0,0.89,8.49,115.44999999999999,Debit Card,Express,,,,,,,0,0,0
69,ORD00000069,CUST00023578,2024-08-26 11:01:40,Completed,Online,,24.66,0.0,5.71,1.97,32.34,Debit Card  ,Standard,,,,,,,0,0,0
70,ORD00000070,CUST00030910,2023-09-24 17:34:14,Completed,Online,,89.68,0.0,14.74,7.17,111.59,PayPal,Express,,,,,,,0,0,0
71,ORD00000071,CUST00024714,2024-10-17 23:58:20,Completed,Online,,23.02,0.0,1.57,1.84,26.43,Debit Card,Standard,,,,,,,0,0,0
72,ORD00000072,CUST00001852,2021-12-04 00:12:48,Completed,Online,,99.62,0.0,4.08,7.97,111.67,PayPal,Standard,,,,,,,0,0,0
73,ORD00000073,CUST00013946,2024-05-15 10:05:04,Completed,Online,,109.09,0.0,4.53,8.73,122.35000000000001,PayPal,Standard,,,,,,,0,0,0
74,ORD00000074,CUST00009188,2024-11-25 15:54:01,Completed,Online,,198.12,29.72,6.04,13.47,187.91,Debit Card,Express,,,,,,BOOKFLUENCER15  ,15,0,0
75,ORD00000075,CUST00034574,2024-12-29 12:45:38,Completed,Online,,153.16,22.97,12.69,10.42,153.29999999999998,debit card,Standard,,,,,,BOOKFLUENCER15,15,0,0
76,ORD00000076,CUST00021040,2025-01-12 16:34:58,Completed,Online,,193.44,0.0,1.04,15.48,209.95999999999998,Debit Card,Standard,,,,,,PARTNER20,0,0,0
77,ORD00000077,CUST00008941,2024-07-05 03:28:16,Completed,Online,,125.84,12.58,12.99,9.06,135.31,CREDIT CARD,Express,,,,,,SAVE10,10,0,0
78,ORD00000078,CUST00035719,2022-12-27 10:51:04,Completed,Online,,76.95,0.0,3.5,6.16,86.61,Credit Card,Standard,,,,,,,0,0,0
79,ORD00000079,CUST00038054,2024-04-15 17:45:35,Completed,  Online,,98.28,0.0,14.36,7.86,120.5,PayPal,Standard,,,,,,,0,0,0
80,ORD00000080,CUST00031729,2022-03-19 04:31:50,Completed,Online,,157.05,0.0,12.06,12.56,181.67000000000002,Credit Card,  EXPRESS,,,,,,,0,0,0
81,ORD00000081,CUST00029410,2022-08-03 14:54:20,Completed,Online,,130.29,0.0,12.8,10.42,153.51,Debit Card,Express,,,,,,,0,0,0
82,ORD00000082,CUST00020025,2023-03-17 19:13:47,  Completed,Online,,145.5,14.55,1.39,10.48,142.81999999999996,Debit Card,Express,,,,,,NEWYEAR10,10,0,0
83,ORD00000083,CUST00044627,2024-03-22 08:11:30,Completed,Online,,140.81,0.0,9.78,11.26,161.85,Debit Card  ,Express,,,,,,,0,0,0
84,ORD00000084,CUST00039404,2022-07-02 15:12:08,Completed,Online,,108.23,0.0,3.3,8.66,120.19,  Debit Card,Standard,,,,,,,0,0,0
85,ORD00000085,CUST00023063,2023-12-05 05:26:03,Completed,Online,,112.72,0.0,11.05,9.02,132.79,PayPal,Express,,,,,,,0,0,0
86,ORD00000086,CUST00026919,2022-11-01 13:24:18,Completed,Online,,185.9,0.0,0.0,14.87,200.77,Credit Card,Standard,,,,,,BOOKFLUENCERSHIP,0,0,0
87,ORD00000087,CUST00029578,2023-08-08 20:25:07,Completed,Online,,36.15,0.0,3.56,2.89,42.6,CREDIT CARD,Express,,,,,,,0,0,0
88,ORD00000088,CUST00021574,2024-09-04 17:14:57,Completed,Online,,158.99,0.0,11.73,12.72,183.44,PayPal,Express,,,,,,,0,0,0
89,ORD00000089,CUST00038032,2022-04-06 18:42:08,Completed,Online,,107.57,0.0,1.89,8.61,118.07,Debit Card,Standard,,,,,,,0,0,0
90,ORD00000090,CUST00036289,2022-11-04 07:20:34,Completed,Online,,29.17,0.0,0.0,2.33,31.5,Credit Card,Express,,,,,,  BOOKFLUENCERSHIP,0,0,0
91,ORD00000091,CUST00011021,2024-06-29 06:13:14,Completed,Online  ,,107.87,0.0,12.9,8.63,129.4,Credit Card,  Standard,,,,,,,0,0,0
92,ORD00000092,CUST00025036,2024-09-13 13:56:35,Completed,Online,,66.52,0.0,1.35,5.32,73.19,Credit Card,  express,,,,,,,0,0,0
93,ORD00000093,CUST00001626,2024-04-27 22:45:14,Completed,Online,,107.08,0.0,7.46,8.57,123.10999999999999,Credit Card,Express,,,,,,,0,0,0
94,ORD00000094,CUST00031777,2024-03-05 02:02:13,Completed,Online,,112.87,0.0,14.32,9.03,136.22,Credit Card,Express,,,,,,,0,0,0
95,ORD00000095,CUST00021682,2024-02-11 22:33:18,Completed,Online,,96.38,0.0,13.87,7.71,117.96,debit card,Express,,,,,,,0,0,0
96,ORD00000096,CUST00009182,2024-08-04 20:03:36,Completed,Online,,146.96,0.0,0.0,11.76,158.72,Debit Card,Express,,,,,,PARTNERSHIP,0,0,0
97,ORD00000097,CUST00005786,2023-05-19 15:34:10,Completed,Online,,118.13,0.0,1.01,9.45,128.59,Debit Card,Express,,,,,,,0,0,0
98,ORD00000098,CUST00038500,2023-02-06 20:06:55,Completed,Online,,103.61,0.0,3.49,8.29,115.38999999999999,Credit Card,Standard,,,,,,,0,0,0
99,ORD00000099,CUST00003012,2023-11-22 11:07:39,  completed,Online,,168.77,0.0,12.13,13.5,194.4,Credit Card,Standard,,,,,,,0,0,0
100,ORD00000100,CUST00029341,2025-01-12 17:43:59,Completed,Online,,145.79,0.0,12.66,11.66,170.10999999999999,Debit Card,Express,,,,,,,0,0,0
101,ORD00000101,CUST00010410,2023-10-10 19:47:52,Completed,Online,,101.53,0.0,1.19,8.12,110.84,Debit Card,Standard,,,,,,,0,0,0
102,ORD00000102,CUST00022115,2024-05-22 14:07:19,Completed,Online,,168.89,0.0,10.63,13.51,193.02999999999997,PayPal,Express,,,,,,,0,0,0
103,ORD00000103,CUST00004657,2024-02-18 08:12:48,Completed,Online,,179.39,0.0,14.42,14.35,208.15999999999997,Credit Card,Express,,,,,,,0,0,0
104,ORD00000104,CUST00003755,2024-01-23 21:41:04,Completed,Online,,111.01,0.0,13.41,8.88,133.3,Credit Card,Express,,,,,,,0,0,0
105,ORD00000105,CUST00047292,2024-04-08 17:48:37,Completed,Online,,95.77,0.0,14.62,7.66,118.05,Paypal,Express,,,,,,,0,0,0
106,ORD00000106,CUST00027596,2023-08-24 12:33:48,  Completed,Online,,179.33,0.0,11.63,14.35,205.31,PayPal,Express,,,,,,,0,0,1
107,ORD00000107,CUST00021992,2024-04-17 21:05:53,Completed,Online,,199.77,0.0,9.33,15.98,225.08,Debit Card  ,Express,,,,,,,0,0,0
108,ORD00000108,CUST00045631,2024-05-06 17:57:12,Completed,Online,,194.72,0.0,0.13,15.58,210.43,PayPal,Standard  ,,,,,,,0,0,0
109,ORD00000109,CUST00047353,2024-05-05 07:59:02,  Completed,Online,,69.43,0.0,12.55,5.55,87.53,PayPal,Express  ,,,,,,,0,0,0
110,ORD00000110,CUST00039323,2024-11-27 16:23:03,Completed,Online  ,,119.57,0.0,0.52,9.57,129.66,PayPal,Express,,,,,,,0,0,0
111,ORD00000111,CUST00022785,2022-04-24 00:23:23,  Completed,Online,,64.02,0.0,3.09,5.12,72.23,PayPal,Express,,,,,,,0,0,0
112,ORD00000112,CUST00038706,2022-12-12 20:46:13,Completed,Online,,50.15,0.0,5.39,4.01,59.55,Credit Card,Standard,,,,,,,0,0,0
113,ORD00000113,CUST00029648,2024-06-18 14:52:09,Completed,Online,,196.05,0.0,10.49,15.68,222.22000000000003,PayPal,Standard,,,,,,,0,0,0
114,ORD00000114,CUST00005038,2025-01-08 23:54:19,COMPLETED,Online,,93.15,0.0,0.76,7.45,101.36000000000001,PayPal,Standard,,,,,,,0,0,0
115,ORD00000115,CUST00034896,2024-06-01 00:23:31,  completed,Online,,47.89,7.18,8.81,3.26,52.78,Debit Card,Express,,,,,,PARTNER15,15,0,0
116,ORD00000116,CUST00011912,2024-04-15 01:30:50,Completed  ,Online,,106.3,0.0,11.96,8.5,126.75999999999999,PayPal,Standard,,,,,,,0,0,0
117,ORD00000117,CUST00042844,2024-07-15 03:45:29,Completed,Online,,170.46,0.0,5.19,13.64,189.29000000000002,PayPal,Standard,,,,,,,0,0,0
118,ORD00000118,CUST00001815,2024-04-01 04:22:27,Completed,Online,,168.69,0.0,0.0,13.5,182.19,PayPal  ,Standard,,,,,,HOLIDAYSHIP  ,0,0,0
119,ORD00000119,CUST00032721,2022-12-31 03:57:41,Completed  ,Online,,41.16,0.0,13.24,3.29,57.69,PayPal,Express,,,,,,,0,0,1
120,ORD00000120,CUST00011779,2025-01-13 03:35:13,Completed,Online,,173.43,0.0,7.57,13.87,194.87,CREDIT CARD,Express,,,,,,,0,0,0
121,ORD00000121,CUST00008194,2022-08-26 19:09:04,Completed,online,,83.82,0.0,0.0,6.71,90.52999999999999,Credit Card,Standard  ,,,,,,BOOKFLUENCERSHIP,0,0,0
122,ORD00000122,CUST00031476,2024-05-08 15:11:19,Completed,Online,,171.81,0.0,7.85,13.74,193.4,PayPal,Express  ,,,,,,,0,0,0
123,ORD00000123,CUST00036366,2024-12-08 04:18:34,Completed,Online,,110.09,0.0,3.49,8.81,122.39,Credit Card,Express  ,,,,,,,0,0,0
124,ORD00000124,CUST00026632,2022-09-13 00:19:47,Completed,ONLINE,,34.51,0.0,4.48,2.76,41.74999999999999,PayPal,express,,,,,,,0,0,0
125,ORD00000125,CUST00029485,2024-09-27 11:30:10,COMPLETED,Online,,174.45,0.0,13.65,13.96,202.06,Debit Card,Express,,,,,,,0,0,0
126,ORD00000126,CUST00021411,2024-04-30 19:50:18,Completed,Online,,182.18,0.0,7.74,14.57,204.49,Debit Card,STANDARD,,,,,,,0,0,0
127,ORD00000127,CUST00013063,2022-02-23 05:33:23,Completed,Online,,191.39,0.0,0.0,15.31,206.7,PayPal,express,,,,,,BOOKFLUENCERSHIP,0,0,1
128,ORD00000128,CUST00006056,2023-12-18 08:40:53,Completed,Online,,38.8,0.0,8.8,3.1,50.699999999999996,PayPal,Standard,,,,,,,0,0,0
129,ORD00000129,CUST00033786,2024-10-14 22:18:04,Completed,Online,,73.46,0.0,7.02,5.88,86.35999999999999,Debit Card,Standard,,,,,,,0,0,0
130,ORD00000130,CUST00037190,2024-09-11 20:43:42,Completed,Online,,25.17,0.0,10.59,2.01,37.77,PayPal,Standard,,,,,,,0,0,0
131,ORD00000131,CUST00045380,2024-05-25 08:05:00,Completed  ,Online,,119.09,0.0,6.89,9.53,135.51,PayPal,Standard,,,,,,,0,0,0
132,ORD00000132,CUST00034610,2023-03-11 22:06:44,completed,Online,,149.7,0.0,0.41,11.98,162.08999999999997,Debit Card,STANDARD,,,,,,,0,0,0
133,ORD00000133,CUST00004427,2023-04-18 21:43:07,Completed,Online,,43.78,0.0,1.41,3.5,48.69,Credit Card,Express,,,,,,,0,0,0
134,ORD00000134,CUST00048198,2024-03-11 14:45:02,Completed,Online,,47.61,0.0,5.41,3.81,56.83,Credit Card,standard,,,,,,,0,0,0
135,ORD00000135,CUST00043748,2023-07-26 21:23:08,Completed,Online,,22.7,0.0,4.5,1.82,29.02,Credit Card,Standard,,,,,,,0,0,0
136,ORD00000136,CUST00035427,2024-04-17 16:38:57,Completed,Online,,169.97,0.0,13.61,13.6,197.17999999999998,Credit Card,Express,,,,,,,0,0,0
137,ORD00000137,CUST00032446,2024-11-11 17:45:15,Completed,Online,,92.56,0.0,0.0,7.4,99.96000000000001,Debit Card,Express,,,,,,SCHOOLSHIP,0,0,0
138,ORD00000138,CUST00005754,2022-03-23 10:06:29,Completed,ONLINE,,93.62,0.0,13.61,7.49,114.72,Paypal,Express,,,,,,,0,0,0
139,ORD00000139,CUST00036315,2023-08-17 11:30:22,Completed,ONLINE,,28.25,0.0,7.79,2.26,38.3,Credit Card,Express,,,,,,,0,0,0
140,ORD00000140,CUST00031823,2024-09-12 00:26:12,Completed,Online,,132.14,0.0,0.47,10.57,143.17999999999998,Credit Card,Standard,,,,,,,0,0,0
141,ORD00000141,CUST00026595,2024-07-11 01:31:51,Completed,Online,,60.13,0.0,8.24,4.81,73.18,PayPal,  Express,,,,,,,0,0,0
142,ORD00000142,CUST00047965,2023-12-15 17:33:39,Completed,Online,,145.1,0.0,7.74,11.61,164.45,PayPal,Standard,,,,,,,0,0,0
143,ORD00000143,CUST00028775,2023-10-31 17:46:01,COMPLETED,Online,,182.74,27.41,3.68,12.43,171.44000000000003,Credit Card,express,,,,,,SAVE15,15,0,0
144,ORD00000144,CUST00033511,2024-01-23 16:03:20,Completed,Online,,74.68,7.47,1.88,5.38,74.47,Credit Card,Standard  ,,,,,,GIFT10,10,0,1
145,ORD00000145,CUST00016180,2024-10-15 14:14:10,Completed,Online,,118.2,0.0,3.05,9.46,130.71,Credit Card,Express,,,,,,,0,0,0
146,ORD00000146,CUST00004219,2024-05-04 08:36:25,Completed,Online,,141.23,0.0,0.87,11.3,153.4,PayPal,Express,,,,,,,0,0,0
147,ORD00000147,CUST00023836,2023-02-28 06:16:47,Completed,Online,,171.01,17.1,2.73,12.31,168.95,Debit Card,Express,,,,,,NEWYEAR10,10,0,0
148,ORD00000148,CUST00003156,2023-07-09 13:40:15,Completed,Online,,58.58,0.0,0.0,4.69,63.269999999999996,paypal,Express,,,,,,BOOKFLUENCERSHIP,0,0,0
149,ORD00000149,CUST00009423,2024-05-04 18:29:57,COMPLETED,  Online,,69.08,0.0,10.34,5.53,84.95,Debit Card,Standard,,,,,,,0,0,0
150,ORD00000150,CUST00028708,2022-10-16 22:36:41,Completed,Online,,55.15,0.0,3.93,4.41,63.489999999999995,Debit Card,Standard,,,,,,,0,0,0
151,ORD00000151,CUST00018018,2024-12-08 05:19:37,COMPLETED,  Online,,186.76,0.0,12.02,14.94,213.72,Credit Card,Express,,,,,,,0,0,0
152,ORD00000152,CUST00034196,2024-05-27 04:08:17,  Completed,Online,,168.24,25.24,6.5,11.44,160.94,PayPal,Standard,,,,,,PARTNER15,15,0,0
153,ORD00000153,CUST00029831,2022-07-18 23:34:20,Completed,Online,,194.54,0.0,6.48,15.56,216.57999999999998,Debit Card,Standard,,,,,,,0,0,0
154,ORD00000154,CUST00037988,2024-11-29 16:53:25,Completed,Online,,174.38,26.16,14.79,11.86,174.87,PayPal,Standard,,,,,,PARTNER15,15,0,0
155,ORD00000155,CUST00032131,2024-10-11 21:29:45,Completed,ONLINE,,85.68,0.0,13.88,6.85,106.41,Credit Card,Standard,,,,,,BOOKFLUENCER20,0,0,0
156,ORD00000156,CUST00018300,2021-11-28 09:14:01,Completed  ,Online,,37.5,0.0,11.74,3.0,52.24,Credit Card,Express,,,,,,,0,0,0
157,ORD00000157,CUST00011601,2023-03-20 04:25:58,Completed,Online,,198.11,0.0,9.8,15.85,223.76000000000002,Debit Card,Express,,,,,,,0,0,0
158,ORD00000158,CUST00038419,2022-08-31 20:07:23,  Completed,ONLINE,,22.77,0.0,4.83,1.82,29.42,Debit Card,Express,,,,,,,0,0,0
159,ORD00000159,CUST00034102,2023-12-13 20:11:15,Completed,Online,,79.31,0.0,4.19,6.34,89.84,Credit Card,express,,,,,,,0,0,0
160,ORD00000160,CUST00027471,2022-11-06 17:52:32,Completed,Online,,119.45,0.0,0.0,9.56,129.01,Debit Card,Express,,,,,,PARTNERSHIP,0,0,0
161,ORD00000161,CUST00011944,2022-08-01 03:09:57,Completed,Online  ,,45.73,0.0,1.61,3.66,51.0,PayPal,Express,,,,,,,0,0,0
162,ORD00000162,CUST00018768,2025-01-07 06:26:42,Completed,Online,,90.28,0.0,3.42,7.22,100.92,Paypal,Standard,,,,,,,0,0,0
163,ORD00000163,CUST00005980,2024-12-07 19:59:30,Completed,Online,,112.03,0.0,4.53,8.96,125.52000000000001,Debit Card,Express,,,,,,,0,0,0
164,ORD00000164,CUST00048401,2023-07-26 15:57:00,Completed,Online  ,,73.78,0.0,14.73,5.9,94.41000000000001,PayPal,Standard,,,,,,,0,0,0
165,ORD00000165,CUST00022583,2024-02-07 04:48:38,  Completed,Online,,96.92,0.0,8.69,7.75,113.36,Credit Card,Express,,,,,,,0,0,0
166,ORD00000166,CUST00005906,2024-10-02 11:09:30,Completed,Online,,176.73,0.0,12.99,14.14,203.86,PayPal,EXPRESS,,,,,,,0,0,0
