product_key,product_id,isbn,title,author,publisher,publication_date,product_type,genre,sub_genre,language,page_count,duration_minutes,price,cost,in_stock,stock_quantity,bestseller_flag,new_release_flag,effective_date,expiry_date
35,PROD00000027,  9780553499162,Gemina,Amie Kaufman,Macmillan,2016-12-17,Audiobook,Fiction  ,Contemporary Fiction,English,,1098,10.37,5.8,1,34,1,0,2019-05-06,
36,PROD00000028,9781250029881,Styxx,Sherrilyn Kenyon,HarperCollins,2013-06-08,Physical,FANTASY,Dark Fantasy,French,836,,16.23,13.56,1,308,1,0,2017-03-27,
37,PROD00000029,9780140286809  ,Cuentos completos,Jorge Luis Borges,Macmillan,1998-10-03,E-book  ,Fiction,Contemporary Fiction,Spanish,565,,34.42,14.9,1,135,1,0,2002-02-15,
38,PROD00000030,9780425270691,Magic Binds,Ilona Andrews,Hachette,2016-11-26,Physical,  fantasy,Urban Fantasy,German,328,,13.72,12.35,1,429,1,0,2017-12-29,
39,PROD00000031,9780062289254,White hot,Ilona Andrews,Macmillan,2017-10-09,Physical,Fantasy,Epic Fantasy,Spanish,389,,30.61,4.48,1,445,1,0,2017-10-27,
40,PROD00000032,9781591169253,Gang no Lian Jin Shu Shi 3,Hiromu Arakawa,SIMON & SCHUSTER,2002-02-21,Physical,Fantasy,Dark Fantasy,French,192,,14.72,6.15,1,184,1,0,2005-07-30,
41,PROD00000033,9780061582479,Bluestar's Prophecy,Erin Hunter,Hachette,2009-04-11,Physical,FANTASY,Urban Fantasy,French,516,,38.59,6.27,1,345,1,0,2010-06-05,
42,PROD00000034,9780062289278,Wildfire,Ilona Andrews,Macmillan,2017-04-12,Physical,Fantasy,Urban Fantasy,English,391,,23.93,13.57,1,76,1,0,2017-05-06,
43,PROD00000035,9789792767414,Hei Zhi Shi VI,Yana Toboso,Hachette,2009-02-14,Audiobook,Fantasy,Dark Fantasy,German,,263,33.21,7.15,1,445,1,0,2012-09-22,
44,PROD00000036,9781937551421,Stars & Stripes,Abigail Roux,Penguin Random House,2012-09-28,E-book,Romance,Historical Romance,French,292,,20.89,6.2,1,167,1,0,2014-04-20,
45,PROD00000037,9780007489206,Last Stand of Dead Men,Derek Landy,Hachette,2013-10-01,  Physical,fantasy,Dark Fantasy,French,604,,37.01,13.44,1,94,1,0,2017-11-07,
46,PROD00000038,9780734415103,Empower,Jessica Shirvington,HarperCollins,2014-07-15,Physical,Fiction,Literary Fiction,Spanish,464,,16.72,3.11,1,261,1,0,2017-07-30,
47,PROD00000039,,Preppy: The Life and Death of Samuel Clearwater Part One,T.M. Frazier,Simon & Schuster  ,2016-02-19,E-book,Romance,Paranormal Romance,German,300,,23.85,7.73,,39,1,0,2017-11-07,
48,PROD00000040,9781442445987,Exile,Shannon Messenger  ,Penguin Random House,,E-book,Fantasy,Epic Fantasy,french,576,,23.33,8.99,1,30,1,0,2014-06-26,2013-07-21
49,PROD00000040,  9781442445987,Exile,Shannon Messenger,Penguin Random House,2013-09-15,E-book,Fantasy,Epic Fantasy,,,,21.27,8.2,1,39,1,0,2014-04-03,2013-04-12
50,PROD00000040,9781442445987,Exile,Shannon Messenger,Penguin Random House,,E-book,Fantasy,Epic Fantasy,French,576,,19.55,7.54,1,25,1,0,2014-01-29,2013-05-23
51,PROD00000040,9781442445987,Exile,Shannon Messenger,Penguin Random House,2013-09-15,E-book,Fantasy,Epic Fantasy,French,576,,18.08,6.97,1,30,1,0,2013-10-30,
52,PROD00000041,9781421539799,Ying Lan Gao Xiao Hosuto Bu 17  ,Bisco Hatori,Simon & Schuster,2010-03-02,Audiobook,Fiction,Historical Fiction,English,,320,32.99,10.17,1,128,1,0,2012-09-24,
53,PROD00000042,  9781421525686,Gang no Lian Jin Shu Shi 19,Hiromu Arakawa,Simon & Schuster,2008-10-09,Physical,Fantasy,Urban Fantasy,English  ,192,,33.42,11.14,,472,1,0,2011-12-31,
54,PROD00000043,9780007489251,The Dying of the Light,Derek Landy,HarperCollins,2014-09-18,Physical,Fantasy,Dark Fantasy,Spanish,605,,17.03,5.49,1,258,1,0,2017-02-14,
55,PROD00000044,9784088704531,haikiyu!! 1  ,Haruichi Furudate,Harpercollins,2012-01-22,Physical,Fiction,Contemporary Fiction,Spanish,192,,16.19,3.61,1,225,1,0,2015-09-11,
56,PROD00000045,,Fade,Santino Hassell,simon & schuster,2011-11-03,E-book,romance,Paranormal Romance,German,1214  ,,25.92,14.34,1,148,1,0,2013-06-08,
57,PROD00000046,9781484798577,The Empty Grave,Jonathan Stroud,HarperCollins,2017-09-27,Audiobook,Fantasy,Urban Fantasy,German,,746,28.99,12.17,1,335,1,0,2020-06-24,
58,PROD00000047,9781484814772,Something Like Autumn,Jay Bell,Hachette,2013-10-24,E-book,Romance  ,Contemporary Romance,French  ,404,,29.12,10.94,1,174,1,0,2017-11-28,
59,PROD00000048,9780439655484,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Hachette,1999-02-27,PHYSICAL,Fantasy  ,Epic Fantasy,English,435,,16.55,12.7,,51,1,0,1999-09-18,
60,PROD00000049,9780439139601,Harry Potter and the Goblet of Fire,J.K. Rowling,  Macmillan,2000-03-24,E-book,Fantasy,Dark Fantasy,French,734,,35.85,8.52,1,310,1,0,2002-09-18,
61,PROD00000050,9780439358071,Harry Potter and the Order of the Phoenix,J.K. Rowling,Macmillan,2003-06-05,E-book,Fantasy,Dark Fantasy,English,870,,30.43,12.96,,353,1,0,2007-01-07,
62,PROD00000051,  9780439785969,Harry Potter and the Half-Blood Prince,J.K. Rowling,HarperCollins,2005-07-07,E-book,Fantasy  ,Urban Fantasy,German,652,,15.33,3.84,1,142,1,0,2007-04-24,
63,PROD00000052,9780399155345,The Help,  KATHRYN STOCKETT,Hachette,2009-09-09,Physical,Fiction,Literary Fiction,German,444,,35.01,5.87,1,181,1,0,2012-01-31,
64,PROD00000053,9780553573428,A Storm of Swords,George R.R. Martin  ,Simon & Schuster,2000-08-21,E-book,fiction  ,Literary Fiction,Spanish,1177,,22.61,10.57,1,275,1,0,2003-10-22,
65,PROD00000054,9780345339737,The Return Of The King,J.R.R. Tolkien,,1955-01-19,E-book,Fantasy,,Spanish,490,,17.94,11.05,1,179,1,0,1957-10-04,1956-08-30
66,PROD00000054,9780345339737,The Return of the King,J.R.R. Tolkien,Macmillan,1955-01-19,E-book,Fantasy,Epic Fantasy,,490,,16.35,10.07,1,163,1,0,1957-07-17,1956-06-11
67,PROD00000054,9780345339737,The Return of the King,J.R.R. TOLKIEN  ,Macmillan,1955-01-19,E-book,  Fantasy,Epic Fantasy,Spanish,490,,15.03,9.25,1,150,1,0,1957-01-19,1955-12-27
68,PROD00000054,  9780345339737,The Return of the King,J.R.R. Tolkien,Macmillan,1955-01-19,E-book,Fantasy,epic fantasy,Spanish,490,,13.9,8.56,1,115,1,0,1956-12-02,
69,PROD00000055,9781423101475,The Last Olympian,Rick Riordan,Macmillan,2009-06-20,Audiobook,Fantasy,Epic Fantasy,Spanish,,635,32.21,14.63,1,473,1,0,2010-05-06,
70,PROD00000056,9780618640157,the lord of the rings,J.R.R. Tolkien,Hachette,1955-02-02,Physical,Fantasy,Dark Fantasy,German,1216,,35.98,12.13,1,214,1,0,1955-07-30,
71,PROD00000057,9780312577223,The Nightingale,Kristin Hannah,Hachette,2026-08-22,Physical,Fiction,Historical Fiction,English  ,440,,27.94,14.33,1,274,1,0,2018-08-16,
72,PROD00000058,9781416975885,Clockwork Prince,CASSANDRA CLARE,Penguin Random House,2011-03-25,E-book,Fantasy,epic fantasy,German,502,,11.31,11.78,1,316,1,0,2014-01-31,
73,PROD00000059,9781423140603,The Mark of Athena,Rick Riordan,HarperCollins,2012-04-10,Physical,Fantasy,Dark Fantasy,French,586,,23.3,6.26,1,412,1,0,2016-05-17,
74,PROD00000060,9781481426305,City of Heavenly Fire,Cassandra Clare  ,  Penguin Random House,2014-06-26,Physical,Fantasy,Epic Fantasy,French,725,,13.06,10.77,1,294,1,0,2018-03-07,
75,PROD00000061,9781619630628,Crown of Midnight,Sarah J. Maas,Hachette,2013-05-10,  Audiobook,Fantasy,Dark Fantasy,Spanish,,696  ,27.98,4.22,1,447,1,0,2015-11-18,
76,PROD00000062,9780312642976,Cress,Marissa Meyer,Penguin Random House,2014-05-11,Audiobook,Fiction,Contemporary Fiction,Spanish,,920,36.95,5.91,1,483,1,0,2016-05-20,
77,PROD00000063,9781423146728,  The House of Hades,Rick Riordan,Hachette,,  E-book,Fantasy,DARK FANTASY,French,597,,30.67,4.6,1,254,1,0,2014-05-20,2013-06-15
78,PROD00000063,9781423146728,The House of Hades,Rick Riordan  ,Hachette,2013-06-25,E-book,Fantasy,dark fantasy,French,597,,26.07,3.91,1,298,1,0,2013-12-20,
79,PROD00000064,9780765316899  ,The Hero of Ages,Brandon Sanderson,Macmillan,2008-08-28,Audiobook,Fantasy,Urban Fantasy,Spanish,,953,25.58,4.64,1,273,1,0,2012-05-01,
80,PROD00000065,  9781590525135,Redeeming Love,Francine Rivers,HarperCollins,1991-09-08,E-book,Fiction,Contemporary Fiction,French,464,,37.22,13.2,1,443,1,0,1994-05-06,
81,PROD00000066,9780545265355,The Hunger Games Box Set,  Suzanne Collins,Penguin Random House,2010-02-05,Audiobook,Fiction,Literary Fiction,French,,1925,22.98,7.23,1,142,1,0,2011-04-24,
82,PROD00000067,9781619630659,HEIR OF FIRE,  Sarah J. Maas,Penguin Random House,2014-05-13,Physical,Fantasy,Dark Fantasy,French,565,,11.76,3.76,1,284,1,0,2018-05-19,
83,PROD00000068,9780451219367,Lover Awakened  ,J.R. Ward,Hachette,2006-08-15,Audiobook,Fantasy,Urban Fantasy,German,,723,23.81,8.68,1,92,1,0,2008-09-29,
84,PROD00000069,9780671683900,Lonesome Dove,Larry McMurtry,MACMILLAN,,Audiobook,Fiction,contemporary fiction,German,,1575,34.92,11.33,1,287,1,0,1987-08-30,1989-02-27
85,PROD00000069,9780671683900,Lonesome Dove,Larry McMurtry,Macmillan,1985-12-03,Audiobook,Fiction,Contemporary Fiction,German,,1575,29.68,9.63,1,58,1,0,1989-02-27,
86,PROD00000070,9780312642983,Winter,Marissa Meyer,Macmillan,2015-09-20,Audiobook,Fiction,,Spanish,,1378,23.01,19.29,1,109,1,0,2018-10-19,2017-12-11
87,PROD00000070,9780312642983,Winter,  Marissa Meyer,Macmillan,,Audiobook,Fiction,,Spanish,,1378,20.98,17.59,1,22,1,0,2018-06-22,2017-06-16
88,PROD00000070,9780312642983,Winter,Marissa Meyer,Macmillan,2015-09-20,Audiobook,Fiction,Historical Fiction,Spanish,,1378,19.28,16.16,1,36,1,0,2018-02-11,2016-12-02
89,PROD00000070,9780312642983,winter,Marissa Meyer,Macmillan,2015-09-20,audiobook,Fiction,Historical Fiction,  Spanish,,1378,17.83,14.95,1,430,1,0,2017-09-09,
90,PROD00000071,9781627792127,Six of Crows,Leigh Bardugo,Hachette,2015-02-23,Audiobook,Fantasy,  Dark Fantasy,Spanish,,770,15.19,8.72,1,75,1,0,2018-04-23,
91,PROD00000072,9781442468351,Lady Midnight,Cassandra Clare,Penguin Random House,2016-01-04,E-book,Romance,Paranormal Romance,German,698,,10.35,3.65,1,5,1,0,2019-04-09,
92,PROD00000073,9781591169208,Gang no Lian Jin Shu Shi 1,Hiromu Arakawa  ,,,Audiobook,Fiction  ,Historical Fiction  ,German,,320,34.45,7.31,1,27,1,0,2004-02-15,2002-09-14
93,PROD00000073,9781591169208,Gang no Lian Jin Shu Shi 1,Hiromu Arakawa,Macmillan,2002-11-04,Audiobook,  Fiction,Historical Fiction  ,  German,,320  ,29.28,6.21,1,101,1,0,2003-09-01,
94,PROD00000074,9780345539823,Golden Son,Pierce Brown,,2015-05-15,Physical,FICTION,Literary Fiction,English,,,39.74,14.4,1,233,1,0,2016-03-17,2015-07-16
95,PROD00000074,9780345539823,Golden Son,Pierce Brown,Hachette,2015-05-15,Physical,Fiction,Literary Fiction,  English,430,,36.24,13.13,1,271,1,0,2015-12-29,2015-07-29
96,PROD00000074,9780345539823,Golden Son,Pierce Brown,Hachette,2015-05-15,Physical,Fiction,Literary Fiction,English,430,,33.3,12.06,1,267,1,0,2015-11-18,2017-03-22
97,PROD00000074,9780345539823,Golden Son,PIERCE BROWN,Hachette  ,2015-05-15,Physical,Fiction,Literary Fiction,English  ,430,,30.8,11.16,1,314,1,0,2017-03-22,
98,PROD00000075,9781408857908,A Court of Wings and Ruin,Sarah J. Maas  ,PENGUIN RANDOM HOUSE,2017-10-11,  Physical,Fantasy,  Urban Fantasy,ENGLISH,699,,10.6,8.86,1,186,1,0,2021-04-12,
99,PROD00000076,9780552154307,Night Watch,Terry Pratchett,  Penguin Random House,2002-08-16,Physical,Fantasy,Dark Fantasy,French,661,,20.15,8.23,1,437,1,0,2002-11-02,
100,PROD00000077,9780765325952,A Memory of Light,Robert Jordan,Hachette,,Physical,Fantasy,,English,909,,39.16,4.14,1,21,1,0,2017-01-06,2015-08-17
101,PROD00000077,9780765325952,A Memory of Light,Robert Jordan,Hachette,2012-08-19,Physical,fantasy,Dark Fantasy,English,909,,34.81,3.68,1,202,1,0,2016-08-11,2015-05-15
102,PROD00000077,9780765325952,A Memory of Light,Robert Jordan,  Hachette,2012-08-19,Physical,Fantasy,Dark Fantasy,English,909,,31.33,3.31,1,109,1,0,2016-03-01,
103,PROD00000078,9780451463173,Changes,Jim Butcher,Penguin Random House,2010-06-10,E-book,Fantasy,Epic Fantasy,English,438,,24.41,4.17,1,122,1,0,2013-06-26,
104,PROD00000079,9781408852590,The Assassin's Blade,Sarah J. Maas  ,Penguin Random House  ,2014-07-13,E-book,FANTASY,Urban Fantasy,  German,448,,17.53,6.59,1,413,1,0,2016-06-16,
105,PROD00000080,9780451464408,COLD DAYS,Jim Butcher,Hachette,2012-01-03,E-Book  ,Fantasy,Epic Fantasy,Spanish,515,,11.52,5.14,1,409,1,0,2012-07-22,
106,PROD00000081,9780345539847,Morning Star,Pierce Brown  ,Simon & Schuster,2016-02-02,E-book,Fiction,Contemporary Fiction,English,524,,25.99,13.64,1,55,1,0,2019-09-05,
107,PROD00000082,9780385344432,Written in My Own Heart's Blood,Diana Gabaldon,Hachette,2014-07-13,Physical,Fiction,Contemporary Fiction,,825,,16.12,14.16,1,192,1,0,2018-10-25,2017-06-03
108,PROD00000082,9780385344432,Written in My Own Heart's Blood,Diana Gabaldon,Hachette,2014-07-13,Physical,Fiction,Contemporary Fiction,French,825  ,,14.33,12.59,1,198,1,0,2018-05-03,2017-12-18
109,PROD00000082,9780385344432,Written in My Own Heart's Blood,Diana Gabaldon,  Hachette,2014-07-13,Physical,Fiction,Contemporary Fiction,French,825,,12.9,11.33,1,38,1,0,2018-03-27,
110,PROD00000083,9780441018529,Magic Bleeds,Ilona Andrews,HARPERCOLLINS,2010-08-14,E-book,Fantasy,DARK FANTASY,English,349,,31.7,9.63,1,271,1,0,2010-09-12,
111,PROD00000084,9780006479901,A Storm of Swords: Part 1 Steel and Snow,George R.R. Martin,Simon & Schuster,2000-07-11,E-book,Fantasy,Urban Fantasy,German,663  ,,24.09,13.75,1,266,1,0,2001-02-16,
112,PROD00000085,,Blood song,Anthony Ryan,,2011-06-17,E-book,Fantasy,urban fantasy,,591,,36.64,13.44,1,242,1,0,2011-12-08,2010-10-22
113,PROD00000085,,Blood song,Anthony Ryan,,2011-06-17,E-book,Fantasy,Urban Fantasy,GERMAN,591,,32.57,11.94,1,41,1,0,2011-09-27,2010-11-27
114,PROD00000085,,  Blood song,Anthony Ryan,HarperCollins,2011-06-17,E-book,Fantasy,Urban Fantasy,  German,591,,29.31,10.75,1,172,1,0,2011-07-26,
115,PROD00000086,9781563890352,The Sandman: Season of Mists,Neil Gaiman,Hachette  ,1990-12-01,Physical,Fiction,contemporary fiction,Spanish,780,,12.09,10.19,1,125,1,0,1994-03-17,
116,PROD00000087,9780316079914,THE BLINDING KNIFE,Brent Weeks,Penguin Random House,2012-12-03,Audiobook,Fantasy,Dark Fantasy,English,,1118,32.84,14.08,1,206,1,0,2013-06-06,
117,PROD00000088,9781632150776,Saga Volume Four,Brian K. Vaughan,Penguin Random House,2014-06-21,Audiobook  ,Fiction,Literary Fiction,Spanish,,253,30.96,5.57,1,268,1,0,2015-02-20,
118,PROD00000089,9781439123126,Demon From the Dark  ,Kresley Cole,Hachette,2010-08-07,Physical,Fantasy,Urban Fantasy,  English,430,,24.08,9.81,1,270,1,0,2011-06-07,
119,PROD00000090,9781937007584,Magic Rises,Ilona Andrews,Macmillan,2013-06-06,E-book,Fantasy,Urban Fantasy,French,327,,32.22,14.82,1,380,1,0,2015-02-06,
120,PROD00000091,9781442468405,Lord of Shadows,Cassandra Clare,Penguin Random House,2017-04-01,Audiobook,Fantasy,Dark Fantasy,spanish,,1168,30.16,11.1,1,276,1,0,2018-08-24,
121,PROD00000092,9780765365439,Mistborn Trilogy Boxed Set,Brandon Sanderson,,,Audiobook,Fantasy,,German,,3668,23.48,9.15,1,12,1,0,2010-09-03,2009-09-01
122,PROD00000092,9780765365439,Mistborn Trilogy Boxed Set,Brandon Sanderson,Simon & Schuster,2009-07-03,Audiobook,Fantasy,DARK FANTASY,,,3668,20.87,8.13,1,72,1,0,2010-04-05,2009-08-15
123,PROD00000092,9780765365439,Mistborn Trilogy Boxed Set,Brandon Sanderson,Simon & Schuster,2009-07-03,Audiobook,Fantasy,Dark Fantasy,German,,3668,18.78,7.32,1,58,1,0,2009-11-02,
124,PROD00000093,,The Broken Eye,Brent Weeks,Macmillan,,physical,Fantasy,Urban Fantasy,French,846,,45.46,13.76,,203,1,0,2014-09-06,2014-02-22
125,PROD00000093,,The Broken Eye,Brent Weeks,Macmillan,2014-04-06,physical,Fantasy,Urban Fantasy,French,846,,38.64,11.7,1,365,1,0,2014-06-21,
126,PROD00000094,9781423144335,The Crimson Crown,CINDA WILLIAMS CHIMA,Simon & Schuster,2012-04-19,E-book,Fantasy,Dark Fantasy,Spanish,  598,,25.56,12.32,1,372,1,0,2014-08-21,
127,PROD00000095,9780316187718,Heir of Novron,Michael J. Sullivan,Hachette,2012-02-04,Physical,Fantasy,Epic Fantasy,German,932  ,,16.0,9.3,1,367,1,0,2015-06-28,
128,PROD00000096,9780425256220,Magic Breaks,Ilona Andrews,Penguin Random House,2014-12-24,Physical,Fantasy,Epic Fantasy,French,  381,,28.69,4.07,1,102,1,0,2017-08-30,
129,PROD00000097,9780440423218,A Game of Thrones - The Graphic Novel Volume 1,DANIEL ABRAHAM,Penguin Random House,2022-07-03,Physical,Fiction,Contemporary Fiction,French,240,,10.2,13.62,1,479,1,0,2023-03-28,
130,PROD00000098,9781416521693,The Coldest Winter Ever,Sister Souljah,Hachette,1999-11-16,E-book,Fiction,Contemporary Fiction,French,544,,17.32,6.68,1,243,1,0,2003-12-03,
131,PROD00000099,9781250014405,Fifth Grave Past the Light,Darynda Jones,Hachette,2013-04-02,E-book,Fantasy,Epic Fantasy,French,339,,15.78,3.06,1,442,1,0,2013-11-29,
132,PROD00000100,,At Peace,Kristen Ashley,penguin random house,2011-02-22,Physical,Romance,Historical Romance,spanish,660,,29.78,3.11,1,305,1,0,2013-05-12,
133,PROD00000101,9780811200127,Labyrinths: Selected Stories and Other Writings,Jorge Luis Borges,Penguin Random House,1962-08-27,E-book,Fiction,Literary Fiction,English,256,,16.98,10.42,1,147,0,0,1964-07-03,
134,PROD00000102,,Prince's Gambit,C.S. Pacat,Penguin Random House,2015-11-06,Physical,Fantasy,EPIC FANTASY,English  ,216,,30.28,10.79,1,433,0,0,2018-02-01,
135,PROD00000103,9781582408835,The Walking Dead Vol. 8: Made To Suffer,Robert Kirkman,Macmillan,2008-01-17,Physical,Fiction,Literary Fiction,Spanish,136,,11.25,8.94,1,189,0,0,2011-03-16,
136,PROD00000104,9780425270677,Magic Shifts,Ilona Andrews,Penguin Random House,2015-10-27,E-book,Fantasy,Dark Fantasy,French,342  ,,20.62,4.36,1,287,0,0,2019-03-02,2018-03-05
137,PROD00000104,9780425270677,Magic Shifts,Ilona Andrews,penguin random house,2015-10-27,E-book,Fantasy,Dark Fantasy,French,342,,17.53,3.71,1,371,0,0,2018-09-12,
138,PROD00000105,9780333710937,The Gruffalo,Julia Donaldson  ,HarperCollins,1999-02-06,Audiobook,Fiction,Contemporary Fiction,English,,231,22.98,8.37,1,443,0,0,2002-06-29,
139,PROD00000106,9780316201544,The Enchantress Returns,Chris Colfer,Hachette,2013-10-04,Physical,Fantasy,Dark Fantasy,English,517,,24.22,9.93,1,224,0,0,2017-08-22,
140,PROD00000107,9781632157119,Saga Volume Six,Brian K. Vaughan,Macmillan,2016-08-19,E-book,Fiction,Literary Fiction,  German,152  ,,29.58,11.48,1,190,0,0,2019-02-01,
